meta.uuid,More environmental protection,More wealth redistribution,Lower taxes,More jobs,Less immigration,Better schools,Better healthcare,Higher wages,Higher pensions,Better enforcement of law and order,Equal rights for minority groups,"Lower costs of living (e.g. rent, water, energy)","Better public services (e.g. transportation, waste management)","Better infrastructure (e.g. roads, sidewalks)",Other,None of these
6b67f0f0-ee02-0134-5d30-0aeaf0818377,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2
6b75f220-ed61-0134-fca3-0a6b3886cf3d,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2
6bb6c700-f09b-0134-8f49-0a6b3886cf3d,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
6be204c0-ed4e-0134-0003-0aeaf0818377,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2
6c148820-f077-0134-dd7d-0aeaf0818377,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2
6c1838e0-ee79-0134-103c-0a6b3886cf3d,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2
6c40aee0-efc6-0134-776a-0a6b3886cf3d,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2
6c6a9960-eeec-0134-d4c2-0aeaf0818377,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2
6c72f760-eee1-0134-0887-0a6b3886cf3d,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
6c77d220-ee47-0134-c8e6-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2
6caa9030-ee33-0134-965a-0a6b3886cf3d,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2
6cc22900-ed4e-0134-9b80-0a6b3886cf3d,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2
6ccd0750-eab4-0134-5a0b-0aeaf0818377,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2
6cce36b0-ed85-0134-eb4e-0a6b3886cf3d,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2
6ceb4ad0-ed49-0134-53f7-0a6b3886cf3d,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2
6d136ae0-edf3-0134-f534-0a6b3886cf3d,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2
6d170b80-ef9b-0134-d725-0a6b3886cf3d,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2
6d3bb870-ef93-0134-c55f-0aeaf0818377,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2
6d54cb30-eebe-0134-536d-0a6b3886cf3d,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
6ddd5d60-edec-0134-dfee-0a6b3886cf3d,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2
6deaf8a0-f206-0134-e91b-0a6b3886cf3d,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2
6dedb480-f046-0134-72e9-0a6b3886cf3d,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2
6df56f40-ed37-0134-712e-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2
6e01b1d0-f20b-0134-7478-0aeaf0818377,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2
6e0ebc10-ee18-0134-a8e2-0a6b3886cf3d,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2
6e4e9e40-f28f-0134-56fa-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6e5f6710-ed54-0134-13c6-0aeaf0818377,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2
6e95b090-ee4e-0134-22d8-0a6b3886cf3d,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2
6ea51220-f1ff-0134-5b97-0aeaf0818377,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2
6f228280-eddf-0134-b673-0aeaf0818377,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2
6f3fcf40-ee2b-0134-cba2-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
6f6cc0d0-ed58-0134-6b4e-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2
6f73cac0-ee27-0134-69d1-0a6b3886cf3d,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
702c0b80-eb25-0134-a81c-0aeaf0818377,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2
703b9a20-efc4-0134-c4aa-0aeaf0818377,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2
70585810-f078-0134-e173-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2
706f9e60-f0ab-0134-2740-0a6b3886cf3d,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2
70aaa560-eee3-0134-6ff8-0aeaf0818377,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
70bb7a90-f44d-0134-027f-0a2d04121181,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2
70c4ed20-ee38-0134-a60c-0a6b3886cf3d,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2
70c4fd40-ee3b-0134-3e43-0aeaf0818377,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2
70c77410-ee83-0134-3569-0a6b3886cf3d,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2
70d0dee0-f20d-0134-79bc-0aeaf0818377,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2
7131e8b0-eae7-0134-02fb-0aeaf0818377,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2
71379930-edbc-0134-9a80-0a6b3886cf3d,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
713b7660-eeb0-0134-f86e-0aeaf0818377,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2
716b9a80-ea1b-0134-6874-0a6b3886cf3d,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2
71d71c30-f204-0134-92e2-0aeaf0818377,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2
71ec3f40-ee4e-0134-d167-0aeaf0818377,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2
71f13f60-ee22-0134-52da-0a6b3886cf3d,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2
71f5b1a0-f075-0134-d8f0-0a6b3886cf3d,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2
721cd9d0-ec97-0134-1be6-0aeaf0818377,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2
721fd9b0-ee76-0134-9fe5-0aeaf0818377,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2
723396e0-f194-0134-c9b4-0aeaf0818377,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2
7258a930-eaaf-0134-2bc5-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
72713040-ee44-0134-582f-0aeaf0818377,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2
72b87a50-f09d-0134-3f12-0aeaf0818377,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2
72ce61b0-f1fa-0134-4fab-0aeaf0818377,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2
72e0ad80-edf8-0134-040e-0a6b3886cf3d,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2
72f19cb0-f372-0134-0e4e-0a80a991f55d,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
730f2be0-ed81-0134-e133-0a6b3886cf3d,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
730ffc40-eeba-0134-0ef4-0aeaf0818377,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2
7331d4d0-eddb-0134-ac04-0aeaf0818377,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2
733cc740-ee51-0134-2b53-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
735cbc50-eeb9-0134-0b93-0aeaf0818377,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2
73c4c700-eed3-0134-3b5d-0aeaf0818377,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
73ed2520-ed52-0134-5635-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
73f8ac90-f084-0134-51cc-0a6b3886cf3d,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2
742787c0-f056-0134-db5e-0aeaf0818377,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2
74614580-f1ff-0134-5ba9-0aeaf0818377,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
74653490-eac7-0134-6f18-0aeaf0818377,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2
7488bcd0-f037-0134-5f8d-0a6b3886cf3d,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2
749ef290-f3b0-0134-cfe9-0aec2244eae5,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2
74be0fd0-ee36-0134-171a-0aeaf0818377,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2
74d45f20-ee0e-0134-e2e2-0a6b3886cf3d,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2
74f33c00-ef79-0134-958f-0aeaf0818377,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2
74fd5990-f09a-0134-8c74-0a6b3886cf3d,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2
75088db0-f225-0134-3a37-0aeaf0818377,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
75186580-eba2-0134-d3ec-0aeaf0818377,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2
752f3290-ea28-0134-a8c1-0aeaf0818377,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2
754fcc10-f237-0134-7456-0aeaf0818377,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2
7563d230-ee23-0134-d7a0-0aeaf0818377,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2
7567cd40-ed8d-0134-0053-0a6b3886cf3d,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2
758c5730-eedf-0134-ef8a-0a6b3886cf3d,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
75e23ee0-efa7-0134-3644-0aeaf0818377,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2
766bab20-eebc-0134-b134-0aeaf0818377,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
7675bd70-eef4-0134-9cc8-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
7681aad0-eadc-0134-b329-0a6b3886cf3d,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2
76a77370-ee17-0134-a4d1-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2
7708efb0-ee02-0134-ea65-0a6b3886cf3d,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2
77621de0-f467-0134-867d-0a80a991f55d,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2
778209d0-ee3e-0134-b8d7-0a6b3886cf3d,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2
779eb9f0-f03b-0134-66f9-0a6b3886cf3d,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2
77b93ac0-f2cb-0134-4dd6-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
77badb10-eb01-0134-0206-0aeaf0818377,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2
782d50b0-eec3-0134-6353-0a6b3886cf3d,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2
788c0000-ed60-0134-7117-0aeaf0818377,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2
78d22410-eafb-0134-ed64-0aeaf0818377,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2
78d4cbf0-efb5-0134-783e-0aeaf0818377,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2
793230d0-ee38-0134-1d09-0aeaf0818377,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2
79882120-f2d0-0134-3a3b-0a6b3886cf3d,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2
7a2e78e0-ed62-0134-772f-0aeaf0818377,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
7a438e00-f095-0134-2ae1-0aeaf0818377,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2
7a7783d0-f478-0134-1b09-0a2d04121181,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2
7a9df5e0-ea30-0134-d451-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
7aafa550-f118-0134-8eab-0aeaf0818377,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2
7ac6a6f0-f044-0134-b08b-0aeaf0818377,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2
7ae3ac50-ea54-0134-f851-0aeaf0818377,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
7ae44050-ed67-0134-9e36-0aeaf0818377,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2
7b0db620-edef-0134-6990-0aeaf0818377,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2
7b7e0ca0-edfd-0134-40ed-0aeaf0818377,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2
7bbd9210-f1ec-0134-d7b6-0a6b3886cf3d,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2
7bdd9290-edf8-0134-0435-0a6b3886cf3d,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2
7c330980-eee1-0134-08c4-0a6b3886cf3d,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2
7c4d7ac0-f469-0134-2afc-0aec2244eae5,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2
7ca17be0-ee42-0134-52bb-0aeaf0818377,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
7cda4f20-eef9-0134-5870-0a6b3886cf3d,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2
7d0cca70-ed4c-0134-fa11-0aeaf0818377,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2
7d275850-f3d8-0134-3ec7-0a80a991f55d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
7d450610-f066-0134-fee1-0aeaf0818377,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2
7d5e1ab0-ee11-0134-d6cd-0aeaf0818377,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2
7d624df0-efa9-0134-0089-0a6b3886cf3d,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2
7d83d700-edd6-0134-e2ca-0a6b3886cf3d,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2
7e041ff0-edae-0134-7e83-0a6b3886cf3d,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2
7e26ef20-ec92-0134-0b7e-0aeaf0818377,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2
7e32b9f0-ee2f-0134-011b-0aeaf0818377,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2
7e7303b0-eee3-0134-0f74-0a6b3886cf3d,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2
7e7f3a30-f1bf-0134-dcdb-0aeaf0818377,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2
7e97ef30-edf6-0134-b117-0aeaf0818377,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
7ea2f0e0-f4d4-0134-b15c-0a80a991f55d,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2
7eacf0e0-ee49-0134-9fff-0a6b3886cf3d,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2
7f047620-ea59-0134-5615-0a6b3886cf3d,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
7f2edc30-ee41-0134-4ffb-0aeaf0818377,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2
7f8d8af0-ee2f-0134-0122-0aeaf0818377,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2
7fc4a3e0-ef1a-0134-2eee-0aeaf0818377,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2
7fdd1360-efbd-0134-f6c2-0aeaf0818377,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2
801c2a30-f072-0134-cf54-0aeaf0818377,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2
802afa90-ed17-0134-c134-0aeaf0818377,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2
804bacf0-f398-0134-2078-0a80a991f55d,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2
805afa00-ed8a-0134-217c-0aeaf0818377,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2
80a80d90-ef76-0134-192d-0a6b3886cf3d,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2
811939b0-ed27-0134-c55c-0aeaf0818377,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
812897b0-efcd-0134-98a0-0aeaf0818377,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2
8155cac0-f128-0134-00b0-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
81737550-ee2c-0134-cf28-0a6b3886cf3d,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
81816f00-ee99-0134-5cd0-0a6b3886cf3d,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2
81ab0690-eed4-0134-17c0-0a6b3886cf3d,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2
81acd5b0-efa8-0134-398f-0aeaf0818377,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2
81caec20-ef0f-0134-7173-0aeaf0818377,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2
81ea78e0-f1e8-0134-ceb8-0a6b3886cf3d,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2
822fc620-ed72-0134-8be8-0a6b3886cf3d,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2
82521810-f2ee-0134-b9aa-0aec2244eae5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8260d410-edee-0134-e5d8-0a6b3886cf3d,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2
82635cb0-efd4-0134-2fb6-0aeaf0818377,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2
828d3800-ee45-0134-5b1c-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
82937190-ede0-0134-997b-0a6b3886cf3d,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2
82938240-efb9-0134-843d-0aeaf0818377,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2
831051c0-ec95-0134-1484-0aeaf0818377,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2
834331e0-ed97-0134-bf56-0a6b3886cf3d,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
8346b090-ebc6-0134-29f1-0aeaf0818377,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2
834dc3a0-f2e5-0134-4f29-0a7e36e19983,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2
83730bd0-eacd-0134-7e98-0aeaf0818377,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2
83806f90-efc1-0134-a5e0-0a6b3886cf3d,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2
83aaa180-ee38-0134-a64a-0a6b3886cf3d,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2
83af7ec0-ea3e-0134-db60-0aeaf0818377,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2
83bfefb0-f203-0134-e09b-0a6b3886cf3d,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2
8415f9e0-efb4-0134-7549-0aeaf0818377,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2
844c77d0-edfb-0134-0cf1-0a6b3886cf3d,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2
853b3e10-ee9a-0134-5eb8-0a6b3886cf3d,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2
854ee790-f04a-0134-7b78-0a6b3886cf3d,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2
85612830-f217-0134-4916-0a6b3886cf3d,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2
85899070-edac-0134-e726-0aeaf0818377,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2
85bc5d50-ef00-0134-6cde-0a6b3886cf3d,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2
85e7d5e0-eebf-0134-5695-0a6b3886cf3d,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2
85ec7410-f06d-0134-c23f-0a6b3886cf3d,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2
86045710-ef26-0134-f89a-0a6b3886cf3d,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
861f0f20-efae-0134-4e39-0aeaf0818377,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2
8621f690-ed6a-0134-21b3-0a6b3886cf3d,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2
86637450-ed63-0134-6613-0a6b3886cf3d,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2
869620d0-efbe-0134-f9bd-0aeaf0818377,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2
86a85670-ed65-0134-6c37-0a6b3886cf3d,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2
86ccb770-ee2c-0134-cf3a-0a6b3886cf3d,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2
86d7d4d0-f052-0134-d310-0aeaf0818377,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
86d91be0-ead4-0134-8fcd-0aeaf0818377,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2
86e6c2f0-f11c-0134-e94d-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
86f768a0-ea93-0134-a7e6-0a6b3886cf3d,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2
86fbcc70-ee40-0134-4d51-0aeaf0818377,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2
870cf390-efac-0134-47db-0aeaf0818377,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8732f690-ea2b-0134-b408-0aeaf0818377,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2
87366a80-ef5c-0134-8a27-0a6b3886cf3d,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2
873d62a0-ee10-0134-e92d-0a6b3886cf3d,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2
876647a0-ee5a-0134-050b-0a6b3886cf3d,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2
87759200-ee0a-0134-d650-0a6b3886cf3d,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
87799fe0-ee0f-0134-e5d0-0a6b3886cf3d,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2
87abac90-eedb-0134-5525-0aeaf0818377,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2
87c60280-eff6-0134-d0b3-0aeaf0818377,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2
8835ce40-f09e-0134-9e90-0aeaf0818377,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2
8836bc70-ee0e-0134-ae8e-0aeaf0818377,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2
88866330-ee6b-0134-8739-0aeaf0818377,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2
888d39b0-ea42-0134-897b-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
88a3b660-ee6d-0134-8bdc-0aeaf0818377,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2
88c1d050-ed36-0134-58cb-0aeaf0818377,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2
88c490a0-eefc-0134-87f6-0aeaf0818377,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
88d8e150-ee41-0134-5022-0aeaf0818377,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2
89051750-ed8b-0134-fb79-0a6b3886cf3d,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2
892081e0-f203-0134-e0ba-0a6b3886cf3d,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2
8921d520-f0b5-0134-a38b-0aeaf0818377,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2
89594200-ed36-0134-6f5d-0a6b3886cf3d,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2
895cf770-eda0-0134-40a5-0a6b3886cf3d,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
89716680-efc6-0134-77b4-0a6b3886cf3d,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2
898be9c0-ed80-0134-03b9-0aeaf0818377,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2
89f78f00-ed4b-0134-29bb-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
89f9c470-eed5-0134-1aef-0a6b3886cf3d,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
8a167780-f065-0134-9cd2-0a6b3886cf3d,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
8a7626f0-edfa-0134-813c-0aeaf0818377,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2
8ae61170-ea6d-0134-fd9a-0aeaf0818377,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2
8b06e050-edfc-0134-b752-0a6b3886cf3d,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2
8b448c70-edf5-0134-ae60-0aeaf0818377,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2
8b4d6e50-ee46-0134-c667-0a6b3886cf3d,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
8b616460-edfb-0134-0d07-0a6b3886cf3d,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
8b7b38a0-eda2-0134-66bb-0a6b3886cf3d,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2
8b98e090-ed3b-0134-7ba7-0a6b3886cf3d,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2
8c1923f0-eeea-0134-27ae-0a6b3886cf3d,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
8c20ca60-ed53-0134-5a03-0a6b3886cf3d,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2
8c4dd0c0-ea37-0134-55c4-0a6b3886cf3d,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2
8c77ace0-ee11-0134-ec91-0a6b3886cf3d,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2
8c7ed010-f28d-0134-fc7c-0aeaf0818377,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2
8c9ae640-eae5-0134-fe11-0aeaf0818377,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2
8c9c83b0-f1b3-0134-f450-0aeaf0818377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
8ccf7420-ee36-0134-a068-0a6b3886cf3d,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2
8cf42220-f042-0134-6b88-0a6b3886cf3d,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2
8cf8bb70-f3c7-0134-3765-0a80a991f55d,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2
8d0e6810-ed1b-0134-79f4-0a6b3886cf3d,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
8d196a40-eed0-0134-337b-0aeaf0818377,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
